posted_by,under_construction,rera_approved,num_of_rooms,bhk_or_rk,ready_to_move,resale,longitude,latitude,price,avg_price_per_unit_area,avg_price_per_room,area_per_room,neighborhood
Owner,No,No,2.0,BHK,Yes,Yes,22.617564,84.09013437499999,17.0,0.02312000000147968,8.5,367.6470588,3
Dealer,No,No,1.0,BHK,Yes,Yes,18.5101,73.8141,55.0,0.07890000000195098,55.0,697.0849176,2
Dealer,No,No,3.0,BHK,Yes,Yes,20.2814,84.09013437499999,95.0,0.07063000002455694,31.666666666666668,448.3458396666667,3
Dealer,Yes,No,2.0,BHK,No,Yes,18.5853,73.7413,60.0,0.05713999997960103,30.0,525.0262515,2
Owner,No,No,3.0,BHK,Yes,Yes,21.235342000000003,72.917751,45.0,0.0319299999944087,15.0,469.7776386666667,2
Dealer,No,No,2.0,BHK,Yes,Yes,22.40107,84.09013437499999,60.0,0.0399800000049975,30.0,750.3751875,3
Owner,No,Yes,2.0,BHK,Yes,Yes,20.26444,84.09013437499999,70.0,0.052840000010447224,35.0,662.376987,3
Owner,No,No,3.0,BHK,Yes,Yes,20.26444,84.09013437499999,75.0,0.05,25.0,500.0,3
Dealer,Yes,No,3.0,BHK,No,Yes,30.660437,76.861517,54.0,0.030249999999019672,18.0,595.0413223333334,0
Dealer,Yes,Yes,1.0,BHK,No,No,18.96,72.82,42.4,0.1050000000024764,42.4,403.8095238,2
Dealer,No,No,3.0,BHK,Yes,No,12.90015,80.22791,120.0,0.065400000011445,40.0,611.6207949999999,1
Dealer,No,Yes,3.0,BHK,Yes,Yes,23.11702,77.39529,17.5,0.016270000006749726,5.833333333333333,358.5330873333333,4
Dealer,No,No,3.0,BHK,Yes,Yes,24.69028,78.41889,110.0,0.06969000001926612,36.666666666666664,526.1395703333334,4
Dealer,No,No,3.0,BHK,Yes,Yes,35.0,84.09013437499999,97.0,0.06928000002182677,32.333333333333336,466.7051576666667,0
Dealer,No,No,3.0,BHK,Yes,Yes,21.135078,79.11474399999999,193.0,0.14402186365913872,64.33333333333333,446.6914376666667,4
Dealer,Yes,Yes,3.0,BHK,No,Yes,28.429614,77.481711,66.5,0.0475,22.166666666666668,466.6666666666667,0
Owner,Yes,Yes,2.0,BHK,No,Yes,13.0318,77.6583,72.0,0.05964999999631329,36.0,603.5205365,1
Dealer,No,No,3.0,BHK,Yes,Yes,22.54111,84.09013437499999,52.0,0.050189999987848226,17.333333333333332,345.35432033333336,3
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.239813,72.962722,140.0,0.11693000004256254,70.0,598.6487639999999,2
Dealer,No,No,2.0,BHK,Yes,Yes,22.54111,84.09013437499999,18.0,0.025279999998427023,9.0,356.01265825,3
Dealer,No,Yes,4.0,BHK,Yes,No,19.18,72.96333,193.0,0.09460464104840435,48.25,510.017262,2
Owner,No,No,3.0,BHK,Yes,Yes,26.91667,75.86667,70.0,0.029159999998117095,23.333333333333332,800.182899,0
Owner,No,No,2.0,BHK,Yes,Yes,26.747109,84.09013437499999,25.0,0.02805000000150909,12.5,445.63279855,3
Dealer,No,Yes,1.0,BHK,Yes,Yes,30.872533,75.88121600000001,14.0,0.02771999999728344,14.0,505.0505051,0
Dealer,No,No,2.0,BHK,Yes,Yes,26.209302,78.194369,28.5,0.02375,14.25,600.0,4
Owner,No,No,2.0,BHK,Yes,Yes,23.25,77.41667,32.0,0.032,16.0,500.0,4
Dealer,No,Yes,2.0,BHK,Yes,Yes,28.651918,77.348794,82.0,0.07008000001203325,41.0,585.045662,0
Dealer,No,No,2.0,BHK,Yes,Yes,19.18,72.96333,100.0,0.10396000000192535,50.0,480.95421315,2
Dealer,No,Yes,2.0,BHK,Yes,Yes,28.551820000000003,77.324137,160.0,0.12101000004253501,80.0,661.102388,0
Owner,No,Yes,3.0,BHK,Yes,Yes,28.567633,77.383124,66.0,0.050189999986380254,22.0,438.3343296666667,0
Owner,Yes,Yes,2.0,BHK,No,Yes,22.285525,73.153862,32.0,0.042660000000762546,16.0,375.0586029,2
Owner,No,No,2.0,BHK,Yes,Yes,23.182972,72.611485,45.0,0.04,22.5,562.5,2
Dealer,No,No,4.0,BHK,Yes,Yes,19.038205,73.06612,193.0,0.07642284773132971,48.25,631.355693125,2
Owner,No,No,2.0,BHK,Yes,Yes,13.0983,80.1622,63.0,0.06514000000106912,31.5,483.57384095,1
Owner,No,No,3.0,BHK,Yes,Yes,23.22,72.68,62.0,0.0353300000017779,20.666666666666668,584.9608453333333,2
Owner,No,No,1.0,BHK,Yes,Yes,26.888436,80.926113,16.5,0.03,16.5,550.0,4
Dealer,No,No,2.0,BHK,Yes,Yes,19.371618,72.824114,140.0,0.11835999998505282,70.0,591.416019,2
Dealer,No,Yes,4.0,BHK,Yes,Yes,30.662283,76.822397,76.9,0.035120000004932324,19.225,547.4088837500001,0
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.1758,72.8643,193.0,0.1473207600428232,96.5,655.0332755,2
Owner,No,No,2.0,BHK,Yes,No,22.245556,73.085224,17.5,0.0196500000006681,8.75,445.29262085000005,2
Dealer,No,No,2.0,BHK,Yes,Yes,21.17,72.83,31.2,0.028790000010528644,15.6,541.8548105000001,2
Owner,No,No,3.0,BHK,Yes,Yes,28.684262,77.357147,56.0,0.03732999998831438,18.666666666666668,500.044647,0
Owner,No,No,3.0,BHK,Yes,Yes,20.275267000000003,84.09013437499999,70.0,0.04666000001029186,23.333333333333332,500.07143866666667,3
Dealer,Yes,Yes,2.0,BHK,No,Yes,19.1759,72.9522,160.0,0.24780000000545158,80.0,322.8410008,2
Dealer,No,No,3.0,BHK,Yes,Yes,12.896796,77.5724,49.9,0.03844999999410536,16.633333333333333,432.5964456666666,1
Owner,No,No,3.0,BHK,Yes,Yes,12.8706,77.6279,72.0,0.045770000009630774,24.0,524.360935,1
Owner,No,No,3.0,BHK,Yes,Yes,12.808137,77.58308000000001,130.0,0.06254000001272929,43.333333333333336,692.8898836666667,1
Owner,Yes,Yes,1.0,BHK,No,Yes,26.900926,75.775927,17.3,0.02535999999819401,17.3,682.1766562000001,0
Owner,No,No,4.5,BHK,Yes,Yes,27.917376,78.099967,48.0,0.022850000001547133,10.666666666666666,466.81254555555563,0
Dealer,No,No,2.0,BHK,Yes,Yes,24.69028,78.41889,100.0,0.08916000003898075,50.0,560.7895915,4
Owner,No,Yes,3.0,BHK,Yes,Yes,12.863589,77.656426,71.0,0.04447999998837256,23.666666666666668,532.0743406666667,1
Dealer,No,No,2.0,BHK,Yes,Yes,12.940685,80.177022,45.8,0.05199000000274707,22.9,440.469321,1
Dealer,No,No,3.0,BHK,Yes,Yes,19.239813,72.962722,193.0,0.1267389643156609,64.33333333333333,507.60501066666666,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,18.5438,73.9438,93.5,0.07467999999392975,46.75,626.004285,2
Owner,Yes,Yes,2.0,BHK,No,Yes,28.495803,77.42684799999999,42.3,0.045,21.15,470.0,0
Dealer,No,Yes,2.0,BHK,Yes,Yes,12.8855,77.5638,100.0,0.07842999999326285,50.0,637.5111565000001,1
Owner,No,No,3.0,BHK,Yes,Yes,21.080409,79.098334,30.0,0.04779999999706827,10.0,209.20502093333332,4
Owner,No,No,3.0,BHK,Yes,Yes,16.515342999999998,80.65431099999999,70.0,0.04712999999998654,23.333333333333332,495.08451799999995,1
Owner,No,No,2.0,BHK,Yes,Yes,17.524875,73.520142,30.0,0.032599999999043734,15.0,460.1226994,2
Dealer,No,No,2.0,BHK,Yes,Yes,19.371618,72.824114,100.0,0.11041000000505678,50.0,452.857531,2
Dealer,No,No,3.0,BHK,Yes,Yes,18.9147285,72.8202265,193.0,0.11411274227543858,64.33333333333333,563.7699353333333,2
Dealer,Yes,Yes,2.0,BHK,No,No,19.249861,72.96386600000001,90.0,0.13391999999057205,45.0,336.02150539999997,2
Dealer,No,No,3.0,BHK,Yes,Yes,32.126321999999995,76.541845,150.0,0.05939599564611117,50.0,841.8075908333334,0
Owner,No,No,3.0,BHK,Yes,Yes,28.66667,77.41667,20.0,0.025,6.666666666666667,266.6666666666667,0
Owner,No,No,2.0,BHK,Yes,Yes,13.09,80.27,25.0,0.03293000000193365,12.5,379.5930762,1
Dealer,No,No,2.0,BHK,Yes,Yes,18.5823,73.983,45.0,0.039469999997631795,22.5,570.053205,2
Dealer,No,Yes,3.0,BHK,Yes,Yes,12.8855,77.5638,160.0,0.08957999998221837,53.333333333333336,595.3709906666667,1
Dealer,No,Yes,3.0,BHK,Yes,Yes,27.16726,75.70950500000001,120.0,0.075,40.0,533.3333333333334,0
Owner,No,No,1.0,BHK,Yes,Yes,18.52361,73.84778,27.0,0.04425999999780667,27.0,610.0316313,2
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.05871,72.89969,170.0,0.15967000005499224,85.0,532.3479675,2
Owner,No,No,3.0,BHK,Yes,Yes,20.353795,84.09013437499999,50.5,0.03656000001181503,16.833333333333332,460.4303426666667,3
Dealer,No,Yes,4.0,BHK,Yes,Yes,30.662283,76.822397,65.0,0.026849999997790037,16.25,605.21415275,0
Dealer,No,No,2.0,BHK,Yes,Yes,12.96991,77.59796,27.4,0.03010000000073602,13.7,455.14950165,1
Dealer,No,Yes,3.0,BHK,Yes,No,19.111438,72.878724,193.0,0.22191140000765153,64.33333333333333,289.9054908,2
Dealer,No,No,2.0,BHK,Yes,Yes,12.9816,77.6729,57.0,0.05560000000624281,28.5,512.589928,1
Dealer,No,No,2.0,BHK,Yes,Yes,19.043732,72.90371999999999,140.0,0.14356000000439295,70.0,487.60100305,2
Owner,No,No,3.0,BHK,Yes,Yes,12.96991,77.59796,87.0,0.052719999987298725,29.0,550.0758726666667,1
Dealer,No,No,3.0,BHK,Yes,Yes,39.538208,67.617599375,59.5,0.0440700000147616,19.833333333333332,450.0416003333333,0
Dealer,No,No,3.0,BHK,Yes,Yes,28.394375,77.35722700000001,81.9,0.036289999993933945,27.3,752.2733536666666,0
Owner,No,Yes,1.0,BHK,Yes,Yes,18.437138,73.794801,35.0,0.052550000003370706,35.0,666.0323501,2
Dealer,Yes,No,3.0,BHK,No,Yes,27.865695,78.067543,32.9,0.024890000006733158,10.966666666666667,440.60533000000004,0
Dealer,Yes,Yes,3.0,BHK,No,Yes,30.696627000000003,76.693764,47.5,0.03371000000230648,15.833333333333334,469.692475,0
Owner,No,No,2.0,BHK,Yes,Yes,12.985039,77.54383,75.0,0.07389000003576277,37.5,507.511165,1
Dealer,Yes,No,2.0,BHK,No,Yes,22.5,84.09013437499999,62.5,0.09004999999883295,31.25,347.0294281,3
Dealer,No,No,3.0,BHK,Yes,Yes,19.019766,72.853818,100.0,0.08235000001231133,33.333333333333336,404.776361,2
Owner,No,No,1.0,BHK,Yes,Yes,23.22533,72.619511,22.0,0.05121999999520861,22.0,429.51971889999993,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,24.69028,78.41889,193.0,0.19448461538730824,96.5,496.1832061,4
Dealer,No,No,3.0,BHK,Yes,Yes,22.506447,84.09013437499999,110.0,0.07777000000007776,36.666666666666664,471.475719,3
Owner,No,No,3.0,BHK,Yes,Yes,21.0,77.0,100.0,0.052629999991968664,33.333333333333336,633.352334,4
Dealer,No,No,2.0,BHK,Yes,Yes,18.452663,73.93104,56.0,0.05713999999709198,28.0,490.02450125,2
Dealer,No,No,3.0,BHK,Yes,Yes,18.089811,74.276733,120.0,0.07941000000547929,40.0,503.71489733333334,2
Dealer,Yes,Yes,3.0,BHK,No,Yes,19.139348,72.820458,193.0,0.12258338238695807,64.33333333333333,524.8128423333334,2
Owner,No,No,4.0,BHK,Yes,Yes,30.657375,76.85385500000001,70.0,0.035,17.5,500.0,0
Dealer,No,No,3.0,BHK,Yes,Yes,27.073397,75.594316,50.9,0.03299000000832852,16.966666666666665,514.2972616666667,0
Dealer,No,No,3.0,BHK,Yes,Yes,19.05871,72.89969,193.0,0.1989725675591193,64.33333333333333,323.3276532666667,2
Dealer,No,No,2.0,BHK,Yes,Yes,18.51306,76.87528,130.0,0.14999999999423075,65.0,433.3333333500001,2
Owner,No,No,1.0,BHK,Yes,Yes,18.46471,73.860087,33.0,0.05408999999990657,33.0,610.0942873,2
Owner,No,No,1.0,BHK,Yes,Yes,12.96991,77.59796,17.0,0.032689999998336654,17.0,520.0367085,1
Owner,No,No,2.0,BHK,Yes,Yes,25.470837,81.824653,65.0,0.07393999999920371,32.5,439.54557750000004,3
Dealer,No,No,3.0,BHK,Yes,Yes,16.3906,80.5425,38.0,0.029810000002981,12.666666666666666,424.91334,1
Dealer,No,Yes,3.0,BHK,Yes,Yes,12.925,77.595,193.0,0.07693462499733614,64.33333333333333,836.2077976666666,1
Dealer,Yes,No,2.0,BHK,No,No,23.280038,84.09013437499999,24.9,0.0270000000006506,12.45,461.1111111,3
Owner,No,No,3.0,BHK,Yes,Yes,26.900156,75.69534200000001,43.0,0.03740000001043721,14.333333333333334,383.2442066666667,0
Dealer,Yes,No,3.0,BHK,No,No,22.101107,84.09013437499999,33.1,0.032,11.033333333333333,344.7916666666667,3
Builder,Yes,No,3.0,BHK,No,No,16.995379,73.304153,33.3,0.031000000011171168,11.1,358.06451599999997,2
Owner,No,No,2.0,BHK,Yes,Yes,32.537765,75.967628,45.0,0.04736000000094299,22.5,475.08445945,0
Dealer,No,No,3.0,BHK,Yes,Yes,19.038205,73.06612,190.0,0.11547999997109354,63.333333333333336,548.4355156666667,2
Owner,No,No,2.0,BHK,Yes,Yes,28.5216,77.3863,47.0,0.042719999996800546,23.5,550.093633,0
Dealer,No,Yes,2.0,BHK,Yes,Yes,28.406388,77.342588,39.9,0.03325,19.95,600.0,0
Owner,No,No,2.0,BHK,Yes,Yes,28.506454,77.40956800000001,40.0,0.0465099999974873,20.0,430.01505055,0
Owner,No,No,4.0,BHK,Yes,Yes,12.96991,77.59796,193.0,0.07642284773132971,48.25,631.355693125,1
Owner,No,No,2.0,BHK,Yes,Yes,20.735825,78.632859,10.0,0.015450000000919274,5.0,323.62459545,4
Dealer,No,No,2.0,BHK,Yes,Yes,12.86,77.786,82.0,0.061140000022084966,41.0,670.5920835,1
Dealer,No,Yes,3.0,BHK,Yes,Yes,28.66667,77.41667,52.7,0.028149999995967127,17.566666666666666,624.0378923333334,0
Owner,No,No,2.0,BHK,Yes,Yes,16.3422,80.4911,54.0,0.03712999998845532,27.0,727.1747915,1
Dealer,No,No,2.0,BHK,Yes,Yes,18.973908,73.02510600000001,73.5,0.07461000000122116,36.75,492.56131885,2
Dealer,Yes,No,1.0,BHK,No,Yes,22.470809,84.09013437499999,16.5,0.031129999999356645,16.5,530.0353357,3
Owner,No,No,3.0,BHK,Yes,Yes,22.498882,84.09013437499999,36.0,0.03480999999517495,12.0,344.7285263333333,3
Dealer,No,No,2.0,BHK,Yes,Yes,18.914541,72.818211,190.0,0.2190999999940843,95.0,433.59196715,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,24.69028,78.41889,130.0,0.13684999999560502,65.0,474.97259775,4
Dealer,No,No,2.0,BHK,Yes,Yes,16.700359,76.83521,193.0,0.1554873239760734,96.5,620.6293705,1
Dealer,No,Yes,3.0,BHK,Yes,Yes,13.055985,77.622157,140.0,0.06829999998912079,46.666666666666664,683.260127,1
Owner,No,Yes,2.0,BHK,Yes,Yes,28.576117,77.382136,73.0,0.05636999999750582,36.5,647.5075395,0
Owner,No,No,1.0,BHK,Yes,Yes,21.450988,72.96710300000001,11.0,0.01570999999935446,11.0,700.1909612000001,2
Owner,No,No,2.0,BHK,Yes,Yes,18.1,78.85,24.9,0.027769999999920816,12.45,448.32553114999996,1
Dealer,Yes,Yes,2.0,BHK,No,Yes,18.5853,73.7413,57.0,0.06368000000089374,28.5,447.55025125000003,2
Dealer,No,No,3.0,BHK,Yes,No,12.9377,80.2153,97.1,0.05053999999099545,32.36666666666667,640.4168316666667,1
Owner,No,No,2.0,BHK,Yes,Yes,28.467299,77.02889499999999,30.0,0.075,15.0,200.0,0
Owner,No,No,2.0,BHK,Yes,Yes,25.61,84.09013437499999,42.0,0.04116999999620648,21.0,510.0801555,3
Dealer,No,Yes,1.0,BHK,Yes,Yes,19.249861,72.96386600000001,69.0,0.14619000000182417,69.0,471.9885081000001,2
Dealer,No,No,4.0,BHK,Yes,Yes,18.96,72.82,193.0,0.07642284773132971,48.25,631.355693125,2
Owner,No,No,3.0,BHK,Yes,Yes,12.321934,76.623079,75.0,0.05,25.0,500.0,1
Dealer,No,No,3.0,BHK,Yes,Yes,12.96991,77.59796,84.0,0.06665999997890687,28.0,420.04200433333335,1
Owner,No,No,2.0,BHK,Yes,Yes,15.866183,74.470984,30.0,0.03,15.0,500.0,2
Dealer,No,Yes,2.0,BHK,Yes,Yes,24.69028,78.41889,180.0,0.14285000001702297,90.0,630.0315015,4
Owner,No,Yes,3.0,BHK,Yes,Yes,13.0983,80.1622,75.0,0.0476099999960198,25.0,525.099769,1
Builder,No,No,2.0,BHK,Yes,No,12.91716,80.19287,38.5,0.04499999999766234,19.25,427.77777779999997,1
Owner,Yes,No,3.0,BHK,No,Yes,14.433329999999998,79.96667,36.5,0.02799999999079452,12.166666666666666,434.5238096666667,1
Owner,No,No,3.0,BHK,Yes,Yes,21.372623,73.254962,49.0,0.0337399999924808,16.333333333333332,484.09405266666664,2
Dealer,Yes,Yes,3.0,BHK,No,Yes,19.1955,72.8728,193.0,0.14358360874876563,64.33333333333333,448.0548573333333,2
Dealer,No,Yes,2.0,BHK,Yes,Yes,28.211607,76.787033,31.0,0.02459000000326016,15.5,630.3375355,0
Dealer,Yes,No,1.0,BHK,No,Yes,18.669919,73.853723,35.9,0.06056000000016194,35.9,592.8005284,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,18.669919,73.853723,46.8,0.0473599999988342,23.4,494.0878378500001,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,19.1759,72.9522,180.0,0.20697000000067609,90.0,434.84562980000004,2
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.249861,72.96386600000001,98.5,0.15390999999310137,49.25,319.99220325000005,2
Dealer,No,No,3.0,BHK,Yes,Yes,12.96991,77.59796,68.0,0.0482299999956593,22.666666666666668,469.97028133333333,1
Dealer,No,No,3.0,BHK,Yes,Yes,12.96082,77.63613000000001,193.0,0.07642284773132971,64.33333333333333,841.8075908333334,1
Owner,No,No,3.0,BHK,Yes,Yes,10.52,76.21,35.0,0.024560000003873463,11.666666666666666,475.02714433333335,1
Owner,No,No,2.0,BHK,Yes,Yes,22.273345000000003,73.23299499999999,26.0,0.02362999999143867,13.0,550.148117,2
Dealer,No,Yes,2.0,BHK,Yes,Yes,31.261414,75.589997,25.0,0.03047999999826386,12.5,410.1049869,0
Builder,Yes,Yes,2.0,BHK,No,No,18.510418,73.781944,59.6,0.07405000000124246,29.8,402.43079,2
Owner,No,No,1.0,BHK,Yes,Yes,12.907374,77.625811,30.0,0.0375,30.0,800.0,1
Dealer,No,No,2.0,BHK,Yes,Yes,28.506454,77.40956800000001,41.0,0.03830999998622709,20.5,535.1083269999999,0
Owner,No,No,3.0,BHK,Yes,Yes,28.9196,76.8972,65.0,0.03974999999480192,21.666666666666668,545.0733753333333,0
Dealer,No,No,2.0,BHK,Yes,Yes,18.5823,73.983,46.0,0.046,23.0,500.0,2
Dealer,No,No,4.0,BHK,Yes,Yes,19.05444,72.84056,193.0,0.07642284773132971,48.25,631.355693125,2
Dealer,Yes,Yes,3.0,BHK,No,Yes,28.431903,77.36482099999999,28.6,0.0286,9.533333333333333,333.3333333333333,0
Dealer,No,No,3.0,BHK,Yes,Yes,13.083227,77.66279,120.0,0.06328999998712577,40.0,632.0113763333333,1
Dealer,No,No,2.0,BHK,Yes,Yes,28.582887,77.339935,140.0,0.13460999995652098,70.0,520.020801,0
Dealer,Yes,Yes,3.0,BHK,No,Yes,17.815234,83.35818,57.5,0.040399999992411825,19.166666666666668,474.4224423333333,3
Owner,Yes,Yes,2.0,BHK,No,Yes,28.568096,77.390253,65.0,0.051720000001782354,32.5,628.383604,0
Owner,No,No,2.0,BHK,Yes,Yes,13.077741,80.16490300000001,60.0,0.054000000005400006,30.0,555.5555555,1
Dealer,Yes,No,3.0,BHK,No,Yes,22.75,84.09013437499999,30.0,0.026449999998721586,10.0,378.07183366666663,3
Dealer,No,No,3.0,BHK,Yes,Yes,19.033956,73.075342,140.0,0.09031999999881295,46.666666666666664,516.681429,2
Owner,No,No,1.0,BHK,Yes,Yes,18.52361,73.84778,18.5,0.03082999999887179,18.5,600.0648719,2
Owner,Yes,Yes,2.0,BHK,No,Yes,25.3945,81.8615,33.0,0.02900000001230303,16.5,568.965517,3
Dealer,Yes,Yes,3.0,BHK,No,No,28.429614,77.481711,193.0,0.07642284773132971,64.33333333333333,841.8075908333334,0
Owner,No,No,2.0,BHK,Yes,Yes,15.595676999999998,73.800991,42.0,0.0428800000017642,21.0,489.73880595,2
Dealer,No,No,2.0,BHK,Yes,Yes,22.470809,84.09013437499999,44.2,0.03996000000383327,22.1,553.053053,3
Dealer,No,No,3.0,BHK,Yes,Yes,30.92,77.12,70.0,0.03333000000003333,23.333333333333332,700.0700069999999,0
Owner,No,No,1.0,BHK,Yes,Yes,15.963926999999998,73.998901,16.8,0.030639999997913565,16.8,548.3028721,2
Dealer,No,No,2.0,BHK,Yes,Yes,12.919423,77.522774,60.1,0.05295000000220258,30.05,567.516525,1
Dealer,No,No,2.0,BHK,Yes,Yes,21.241299,81.699326,36.0,0.02941999999843093,18.0,611.828688,3
Dealer,No,No,1.0,BHK,Yes,Yes,18.484943,73.90424200000001,36.0,0.06393999999985081,36.0,563.0278386,2
Owner,No,No,3.0,BHK,Yes,Yes,22.35962,73.187321,45.0,0.02465000000446439,15.0,608.5192696666667,2
Dealer,No,Yes,4.0,BHK,Yes,Yes,28.651918,77.348794,193.0,0.08533459260898947,48.25,565.4213435,0
Dealer,No,No,3.0,BHK,Yes,Yes,30.698017,76.679016,77.4,0.044109999992938985,25.8,584.901383,0
Owner,No,No,4.5,BHK,Yes,Yes,26.724219,84.09013437499999,193.0,0.07642284773132971,42.888888888888886,561.2050605555555,3
Dealer,No,No,1.0,BHK,Yes,Yes,30.664299,76.817624,15.5,0.02420999999910345,15.5,640.2313094,0
Dealer,No,No,3.0,BHK,Yes,Yes,19.042483,73.06637099999999,140.0,0.11154000002745477,46.666666666666664,418.3850336666667,2
Dealer,No,No,3.0,BHK,Yes,Yes,39.538208,67.617599375,110.0,0.07288999997751675,36.666666666666664,503.04111233333333,0
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.1849,72.8347,140.0,0.1241599999545929,70.0,563.78866,2
Dealer,No,No,2.0,BHK,Yes,Yes,22.54111,84.09013437499999,78.0,0.06466999998398174,39.0,603.0616980000001,3
Dealer,No,No,2.0,BHK,Yes,Yes,19.1615,72.8731,140.0,0.19334000000587753,70.0,362.05648080000003,2
Dealer,Yes,Yes,1.0,BHK,No,No,19.245347,73.124577,33.7,0.10268999998841158,33.7,328.1721687,2
Dealer,No,No,2.0,BHK,Yes,Yes,28.40473,77.367514,44.0,0.04,22.0,550.0,0
Dealer,Yes,Yes,2.0,BHK,No,Yes,19.249861,72.96386600000001,77.0,0.08104999999635801,38.5,475.0154226,2
Owner,No,No,1.0,BHK,Yes,Yes,18.628795,73.85299300000001,35.0,0.05982999999870254,35.0,584.9908073,2
Dealer,Yes,Yes,3.0,BHK,No,Yes,30.638175,76.829909,61.7,0.03480999999315648,20.566666666666666,590.826391,0
Dealer,No,No,3.0,BHK,Yes,Yes,21.0,77.0,100.0,0.06089000001258597,33.333333333333336,547.4352656666666,4
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.05871,72.89969,180.0,0.22783999999643556,90.0,395.01404495,2
Owner,Yes,No,3.0,BHK,No,Yes,23.883763,84.09013437499999,45.0,0.02964000000940576,15.0,506.07287433333335,3
Dealer,No,Yes,2.0,BHK,Yes,Yes,28.5035,77.426447,38.0,0.03652999999621242,19.0,520.120449,0
Owner,No,No,2.0,BHK,Yes,Yes,23.694909,84.09013437499999,28.0,0.026410000000113187,14.0,530.102234,3
Owner,No,No,1.0,BHK,Yes,Yes,27.98889,76.38833000000001,16.7,0.023850000000199937,16.7,700.2096436,0
Owner,No,No,1.0,BHK,Yes,Yes,28.527249,77.412523,16.5,0.03927999999965719,16.5,420.0610998,0
Dealer,Yes,Yes,3.0,BHK,No,Yes,19.1955,72.8728,193.0,0.1330964762234841,64.33333333333333,483.35865199999995,2
Dealer,No,Yes,3.0,BHK,Yes,Yes,20.250918,84.09013437499999,110.0,0.06862000001040529,36.666666666666664,534.3437286666666,3
Dealer,No,Yes,2.0,BHK,Yes,Yes,19.1615,72.8731,170.0,0.17942000000348496,85.0,473.74874595,2
Dealer,No,Yes,1.0,BHK,Yes,Yes,27.16726,75.70950500000001,42.0,0.06975999999808657,42.0,602.0642202,0
Owner,Yes,No,3.0,BHK,No,Yes,13.07,77.8,80.0,0.06014999997973697,26.666666666666668,443.33610433333337,1
Owner,No,No,3.0,BHK,Yes,Yes,30.65,76.82,58.0,0.04005999998930813,19.333333333333332,482.60941933333334,0
Dealer,No,No,2.0,BHK,Yes,Yes,18.96,72.82,190.0,0.17678000003005262,95.0,537.3911075,2
Owner,Yes,No,3.0,BHK,No,Yes,22.54111,84.09013437499999,80.0,0.05441999998344271,26.666666666666668,490.01592566666665,3
Owner,No,No,3.0,BHK,Yes,Yes,21.17,72.83,30.0,0.019349999998742252,10.0,516.7958656666666,2
Dealer,Yes,Yes,1.0,BHK,No,Yes,19.259521,72.883037,39.0,0.06964000000019285,39.0,560.0229753,2
Owner,No,No,2.0,BHK,Yes,Yes,12.96991,77.59796,62.0,0.05165999998671838,31.0,600.0774295,1
Dealer,No,No,3.0,BHK,Yes,Yes,28.415742,77.028867,160.0,0.08870000002134343,53.333333333333336,601.2777150000001,0
Owner,No,No,2.0,BHK,Yes,Yes,11.952025,79.823971,30.0,0.03397000000188194,15.0,441.5660877,1
Dealer,No,Yes,3.0,BHK,Yes,Yes,28.406388,77.342588,29.5,0.02457999999856686,9.833333333333334,400.05424466666665,0
Owner,No,No,1.0,BHK,Yes,Yes,20.366670000000003,72.9,17.7,0.022590000000593465,17.7,783.5325365,2
Owner,No,No,2.0,BHK,Yes,Yes,21.159018,79.085738,50.0,0.054940000000178,25.0,455.04186385,4
Owner,No,No,3.0,BHK,Yes,Yes,22.55361,84.09013437499999,24.0,0.03195000000085866,8.0,250.39123629999997,3
Dealer,No,Yes,3.0,BHK,Yes,No,28.579004,77.431173,41.1,0.035000000008515816,13.700000000000001,391.42857133333337,0
Owner,No,No,3.0,BHK,Yes,Yes,28.587711,77.403123,80.0,0.05951999997809664,26.666666666666668,448.02867399999997,0
Owner,No,No,3.0,BHK,Yes,Yes,26.832353,75.841749,40.0,0.02667000000772763,13.333333333333334,499.9375076666667,0
Dealer,No,Yes,3.0,BHK,Yes,Yes,19.239813,72.962722,160.0,0.12027999996226216,53.333333333333336,443.40982166666663,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,19.044874,72.863405,193.0,0.3068028695676798,96.5,314.53421585,2
Dealer,No,No,3.0,BHK,Yes,Yes,30.73528,76.79111,70.0,0.042679999996219777,23.333333333333332,546.704155,0
Dealer,Yes,No,3.0,BHK,No,Yes,22.835481,84.09013437499999,28.2,0.024,9.4,391.6666666666667,3
Dealer,No,No,1.0,BHK,Yes,Yes,18.973908,73.02510600000001,45.0,0.06923000000026308,45.0,650.0072223,2
Dealer,Yes,Yes,2.0,BHK,No,Yes,13.34222,77.10167,63.8,0.060309999979165634,31.9,528.933842,1
Dealer,No,No,2.0,BHK,Yes,Yes,28.162032,76.811066,17.0,0.015310000000549358,8.5,555.1926845,0
